grade,day,prefix,meaning,word,word_meaning,example_sentence,root_family,difficulty,quiz_question,quiz_answer,app_tab,book_order,day_label,section_order_in_day,prefix_meaning,etymology_note,example_korean,related_words
3,36,part,"나누다(divide), 부분(part), 분리하다(separate)",particle,"작은 입자, 미립자",A molecule is an elementary particle.,particle,high,What does particle mean?,"작은 입자, 미립자",etymology,1188,DAY 36,4,"나누다(divide), 부분(part), 분리하다(separate)",part(= divide) + (i)cle(작은 것) → 나뉘어진 작은 것,분자는 기본적인 성질을 지닌 작은 입자이다.,
3,36,part,"나누다(divide), 부분(part), 분리하다(separate)",compartment,"칸막이 된 곳, 구획, 칸막이 방",Place the bags into the overhead compartment.,compartment,high,What does compartment mean?,"칸막이 된 곳, 구획, 칸막이 방",etymology,1189,DAY 36,4,"나누다(divide), 부분(part), 분리하다(separate)",com(= thoroughly) + part(= divide) + ment(접사) → 완전히 나뉜 것,머리 위의 짐칸에 그 가방들을 넣어라.,
3,36,part,"나누다(divide), 부분(part), 분리하다(separate)",portion,"(작은) 일부, 1인분",A portion of the budget is spent on software.,portion,high,What does portion mean?,"(작은) 일부, 1인분",etymology,1190,DAY 36,4,"나누다(divide), 부분(part), 분리하다(separate)",라틴어 portion(= part)에서 유래 → 부분,그 예산의 작은 일부가 소프트웨어에 사용된다.,
3,36,part,"나누다(divide), 부분(part), 분리하다(separate)",apartment,"아파트, 셋방",We’re looking for an apartment with two bedrooms.,apartment,high,What does apartment mean?,"아파트, 셋방",etymology,1191,DAY 36,4,"나누다(divide), 부분(part), 분리하다(separate)",a(= ad: to) + part(= divide) + ment(접사) → 나눈 것,우리는 침실이 두 개인 아파트를 찾고 있다.,
3,36,part,"나누다(divide), 부분(part), 분리하다(separate)",parcel,"소포, 꾸러미 (= package)","Put the parcel on the scale, please.",parcel,high,What does parcel mean?,"소포, 꾸러미 (= package)",etymology,1192,DAY 36,4,"나누다(divide), 부분(part), 분리하다(separate)","중세 프랑스어 parcelle(= small piece)에서 유래 → 나뉜 작은 것 n. 소포, 꾸러미 (= package)",그 소포를 저울 위에 올려놓으세요.,
3,37,pass,걸음(step),passage,"통로, 통행, 통과, (책의) 구절, (음악의) 악절",There was a fork at the end of the passage.,passage,high,What does passage mean?,"통로, 통행, 통과, (책의) 구절, (음악의) 악절",etymology,1193,DAY 37,5,걸음(step),pass(= step) + age(접사) → 통과하는 행동,통로의 끝에 길이 갈라지는 곳이 있었다.,
3,37,pass,걸음(step),encompass,"망라하다, 둘러[에워]싸다",This work encompasses a number of themes.,encompass,high,What does encompass mean?,"망라하다, 둘러[에워]싸다",etymology,1194,DAY 37,5,걸음(step),en(= cause: 하게 하다) + com(= together) + pass(= step) → 전체를 모두 둘러싸다,이 일은 많은 주제들을 망라한다.,
3,37,pass,걸음(step),compass,"나침반, (제도용) 컴퍼스",The North Star has been used as a kind of compass.,compass,high,What does compass mean?,"나침반, (제도용) 컴퍼스",etymology,1195,DAY 37,5,걸음(step),com(= together) + pass(= step) → 전체를 돌다,북극성은 일종의 나침반으로 사용되어 왔다.,
3,37,pass,걸음(step),password,"비밀번호, 암호",Enter a username and password to log in.,password,high,What does password mean?,"비밀번호, 암호",etymology,1196,DAY 37,5,걸음(step),pass(= step) + word → 지나가게 하는 말,로그인 하려면 사용자 이름과 비밀번호를 입력하시오,
3,37,pass,걸음(step),passenger,"승객, 여객",Each train on Line 5 has 10 passenger cars.,passenger,high,What does passenger mean?,"승객, 여객",etymology,1197,DAY 37,5,걸음(step),고대 프랑스어 passagier(= passer-by)에서 유래 → 지나가는 사람,5호선의 각 열차에는 열 칸의 객차가 있다.,
3,37,pass/pati/path,"겪다(suffer), 느끼다(feel), 참다(endure)",passion,"열정, 애착, 열광",He and his wife shared a passion for classical music.,passion|passionate,high,What does passion mean?,"열정, 애착, 열광",etymology,1198,DAY 37,1,"겪다(suffer), 느끼다(feel), 참다(endure)",pass(= pati: suffer) + ion(접사) → 고난을 겪는 길 → 열정,그와 그의 아내는 고전 음악에 대한 열정을 공유했다.,
3,37,pass/pati/path,"겪다(suffer), 느끼다(feel), 참다(endure)",passive,"수동적인, 소극적인",His passive attitude made me even angrier.,passive|passivity,high,What does passive mean?,"수동적인, 소극적인",etymology,1199,DAY 37,1,"겪다(suffer), 느끼다(feel), 참다(endure)",pass(= pati: endure) + ive(접사) → 참으려고 하는,그의 수동적인 태도가 나를 훨씬 더 화나게 만들었다.,
3,37,pass/pati/path,"겪다(suffer), 느끼다(feel), 참다(endure)",patient,참을성[인내심] 있는 n. 환자,Be more patient and wait until I’m finished.,patient|patience,high,What does patient mean?,참을성[인내심] 있는 n. 환자,etymology,1200,DAY 37,1,"겪다(suffer), 느끼다(feel), 참다(endure)",pati(= endure) + ent(접사) → 참는,인내심을 더 갖고 내가 끝날 때까지 기다려라.,
3,37,pass/pati/path,"겪다(suffer), 느끼다(feel), 참다(endure)",compatible,"양립[공존]할 수 있는, 호환이 되는",The following items are not compatible with Windows 2010.,compatible,high,What does compatible mean?,"양립[공존]할 수 있는, 호환이 되는",etymology,1201,DAY 37,1,"겪다(suffer), 느끼다(feel), 참다(endure)",com(= together) + pati(= suffer) + (i)ble(접사) → 동시에 겪을 수 있는,다음 항목들은 Windows 2010과 호환되지 않는다.,
3,37,pass/pati/path,"겪다(suffer), 느끼다(feel), 참다(endure)",pathos,"연민을 자아내는 힘, 비애감",The opera’s pathos will break your heart.,pathos,high,What does pathos mean?,"연민을 자아내는 힘, 비애감",etymology,1202,DAY 37,1,"겪다(suffer), 느끼다(feel), 참다(endure)","그리스어 pathos(= suffering, feeling)에서 유래 → 연민을 느낌",그 오페라의 비애감이 여러분의 마음을 아프게 할 것이다.,
3,37,pass/pati/path,"겪다(suffer), 느끼다(feel), 참다(endure)",empathy,"감정 이입, 공감",A good nurse develops empathy between herself and the patient.,empathy|empathic,high,What does empathy mean?,"감정 이입, 공감",etymology,1203,DAY 37,1,"겪다(suffer), 느끼다(feel), 참다(endure)",em(= en: in) + path(= feel) + y(= ia: 접사) → 감정을 쏟아 넣는,훌륭한 간호사는 자신과 환자 사이에 감정 이입을 발전시킨다.,
3,37,pass/pati/path,"겪다(suffer), 느끼다(feel), 참다(endure)",telepathic,"정신 감응[텔레파시]의, 이심전심의",How did he know that? - He must be telepathic.,telepathic|telepathy,high,What does telepathic mean?,"정신 감응[텔레파시]의, 이심전심의",etymology,1204,DAY 37,1,"겪다(suffer), 느끼다(feel), 참다(endure)",tele(= distant) + path(y)(= feeling) + ic(접사) → 먼 거리에서 느끼는,그가 그것을 어떻게 알았지? - 그는 이심전심인 게 틀림없어.,
3,37,patr/pater,아버지(father),patriot,애국자,The early American patriots attained freedom.,patriot|patriotic|patriotism,high,What does patriot mean?,애국자,etymology,1205,DAY 37,2,아버지(father),라틴어 patriota(= fellow-countryman: 동포)에서 유래 → 동포들을 생각하는 사람,미국 초기의 애국자들은 자유를 쟁취했다.,
3,37,patr/pater,아버지(father),patron,"(화가, 작가 등에 대한) 후원자, (특정 상점, 식당 등의) 고객",Leo X was the patron of many artists.,patron,high,What does patron mean?,"(화가, 작가 등에 대한) 후원자, (특정 상점, 식당 등의) 고객",etymology,1206,DAY 37,2,아버지(father),"라틴어 patronus(= defender, protector)에서 유래 → 아버지처럼 보호해 주는 사람",Leo 10세는 많은 화가들의 후원자였다.,
3,37,patr/pater,아버지(father),paternal,"아버지의, 아버지 같은, 부계의",My father’s father is my paternal grandfather.,paternal,high,What does paternal mean?,"아버지의, 아버지 같은, 부계의",etymology,1207,DAY 37,2,아버지(father),pater(= father) + n(= nus: 접사) + al(접사) → 아버지의,나의 아버지의 아버지는 내게 친할아버지이다.,
3,37,ped/pod,발(foot),pedal,"(자전거, 자동차 등의) 페달 v. 페달을 밟다",This sewing machine is operated by a foot pedal.,pedal,high,What does pedal mean?,"(자전거, 자동차 등의) 페달 v. 페달을 밟다",etymology,1208,DAY 37,3,발(foot),ped(= foot) + al(접사) → 발과 관련됨,이 재봉틀은 발 페달로 작동된다.,
3,37,ped/pod,발(foot),pedestrian,"보행자 a. 보행자용의, 보행자의",A bus hit a pedestrian on the street.,pedestrian,high,What does pedestrian mean?,"보행자 a. 보행자용의, 보행자의",etymology,1209,DAY 37,3,발(foot),pedestri(= pedester: ped(= foot)의 변이형) + an(접사) → 걸어 다니는 사람,버스가 길에 있던 보행자를 치었다.,
3,37,ped/pod,발(foot),expedition,"탐험, 원정, 탐험[원정]대",Three members of the Himalayan expedition were killed.,expedition|expeditionary,high,What does expedition mean?,"탐험, 원정, 탐험[원정]대",etymology,1210,DAY 37,3,발(foot),ex(= out) + ped(= foot) + it(e)(접사) + ion(접사) → 밖으로 걸어 다님,그 히말라야 원정대 중 세 명이 목숨을 잃었다.,
3,37,ped/pod,발(foot),podium,"(연설자, 지휘자 등이 올라서는) 단(壇), 지휘대",The speaker walked toward the podium to deliver his speech.,podium,high,What does podium mean?,"(연설자, 지휘자 등이 올라서는) 단(壇), 지휘대",etymology,1211,DAY 37,3,발(foot),pod(= foot) + ium(= ion: 접사) → 발을 디디는 곳,연사는 연설을 하기 위해 연단 쪽으로 걸어갔다,
3,37,ped/pod,발(foot),tripod,삼각대,Grace put her camera on a tripod.,tripod,high,What does tripod mean?,삼각대,etymology,1212,DAY 37,3,발(foot),tri(= three) + pod(= foot) → 발이 세 개인 받침대,Grace는 자신의 카메라를 삼각대 위에 올려놓았다.,
3,37,pel/peal/pul,몰다(drive),compel,"강요하다, 억지로 ~하게 만들다",As a schoolboy he was compelled to wear shorts even in winter.,compel|compulsion,high,What does compel mean?,"강요하다, 억지로 ~하게 만들다",etymology,1213,DAY 37,4,몰다(drive),com(= together) + pel(= pellere: drive) → 함께 몰다 → 강요하다,학생으로서 그는 겨울에도 반바지를 입어야 했다.,
3,37,pel/peal/pul,몰다(drive),dispel,"쫓아 버리다, 떨쳐 버리다","Light poured into the hall, dispelling the shadows.",dispel,high,What does dispel mean?,"쫓아 버리다, 떨쳐 버리다",etymology,1214,DAY 37,4,몰다(drive),dis(= away) + pel(= pellere: drive) → 멀리 몰아내다,"빛이 홀에 밀려들어와, 그 그림자들을 쫓아 버렸다.",
3,37,pel/peal/pul,몰다(drive),propel,"나아가게 하다, 몰고 가다",The boat is propelled by using a very long paddle.,propel,high,What does propel mean?,"나아가게 하다, 몰고 가다",etymology,1215,DAY 37,4,몰다(drive),pro(= forward) + pel(= pellere: drive) → 앞으로 몰고 가다,그 배는 매우 긴 노 하나를 이용해 (앞으로) 나아간다.,
3,37,pel/peal/pul,몰다(drive),repel,"격퇴하다, 물리치다, 접근하지 못하게 하다",The army was ready to repel an attack.,repel,high,What does repel mean?,"격퇴하다, 물리치다, 접근하지 못하게 하다",etymology,1216,DAY 37,4,몰다(drive),re(= back) + pel(= pellere: drive) → 뒤로 물러나게 하다,그 군대는 공격을 격퇴할 준비가 되어 있었다.,
3,37,pel/peal/pul,몰다(drive),appeal,"관심을 끌다, 호소하다, 간청하다 n. 호소, 매력",They appealed to him in vain for help.,appeal,high,What does appeal mean?,"관심을 끌다, 호소하다, 간청하다 n. 호소, 매력",etymology,1217,DAY 37,4,몰다(drive),ap(= ad: to) + peal(= pellere: drive) → 어느 쪽으로 몰고 가다,그들은 그에게 도움을 호소했지만 허사였다.,
3,37,pel/peal/pul,몰다(drive),impulse,"충동, 자극",I felt an impulse to cry out.,impulse|impulsive,high,What does impulse mean?,"충동, 자극",etymology,1218,DAY 37,4,몰다(drive),im(= in) + pul(= pellere: drive) + se(= sus: 접사) → 안에서 모는 행위 → 충동,나는 큰 소리로 외치고 싶은 충동을 느꼈다.,
3,37,pen/pun,"벌(punishment), 후회하다(regret)",penal,"형벌의, 형사상의",A strong penal system is necessary to ensure a safe society.,penal,high,What does penal mean?,"형벌의, 형사상의",etymology,1219,DAY 37,5,"벌(punishment), 후회하다(regret)",pen(= poena: punishment) + al(접사) → 형벌의,엄격한 형벌 제도는 안전한 사회를 보장하기 위해 필요하다.,
3,37,pen/pun,"벌(punishment), 후회하다(regret)",penalty,"처벌, 벌칙, 벌금, 불이익","The maximum penalty for the offence is a $1,000 fine.",penalty,high,What does penalty mean?,"처벌, 벌칙, 벌금, 불이익",etymology,1220,DAY 37,5,"벌(punishment), 후회하다(regret)",pen(= poena: punishment) + al(접사) + ty(접사) → 처벌,"그 불법 행위에 대한 최고 처벌은 벌금 1,000달러이다.",
3,37,pen/pun,"벌(punishment), 후회하다(regret)",repent,"뉘우치다, 회개하다",The young man repented his thoughtless act.,repent|repentant,high,What does repent mean?,"뉘우치다, 회개하다",etymology,1221,DAY 37,5,"벌(punishment), 후회하다(regret)",re(= again) + pen(t)(= penitire: regret) → 다시 후회하다,그 젊은이는 자신의 경솔한 행동을 뉘우쳤다.,
3,37,pen/pun,"벌(punishment), 후회하다(regret)",painful,"괴로운, 곤한, 아픈","If you fall, it can lead to a painful injury.",painful,high,What does painful mean?,"괴로운, 곤한, 아픈",etymology,1222,DAY 37,5,"벌(punishment), 후회하다(regret)",pain(= poena: punishment) + ful(= full of: 접사) → 벌로 가득한,"만약에 넘어지면, 그것은 괴로운 부상으로 이어질 수 있다.",
3,37,pen/pun,"벌(punishment), 후회하다(regret)",punish,"벌하다, 처벌하다, 응징하다",Smacking is not an acceptable way of punishing a child.,punish|punishment,high,What does punish mean?,"벌하다, 처벌하다, 응징하다",etymology,1223,DAY 37,5,"벌(punishment), 후회하다(regret)",라틴어 punire(= punish)에서 유래 → 벌을 주다,때리는 것은 아이를 벌하는 용인된 방법이 아니다.,
3,38,pend/pens,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",depend,"신뢰하다, 의존하다",He was the person we could depend on.,depend|dependence,high,What does depend mean?,"신뢰하다, 의존하다",etymology,1224,DAY 38,1,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",de(= down) + pend(= pendere: hang) → 아래로 매달려 있다,그는 우리가 신뢰할 수 있는 사람이었다.,
3,38,pend/pens,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",suspend,"일시 중지하다, 정학시키다",The company decided to suspend the production of the product.,suspend|suspension,high,What does suspend mean?,"일시 중지하다, 정학시키다",etymology,1225,DAY 38,1,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",sus(= sub: under) + pend(= hang) → 아래에 매달리다,그 회사는 그 제품의 생산을 일시 중지하기로 결정했다.,
3,38,pend/pens,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",pendant,펜던트(목걸이 줄에 걸게 되어 있는 보석),Her husband gave her a diamond pendant for their 10th anniversary.,pendant,high,What does pendant mean?,펜던트(목걸이 줄에 걸게 되어 있는 보석),etymology,1226,DAY 38,1,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",pend(= hang) + ant(접사) → 매달려 있는 것,그녀의 남편은 10주년을 기념해서 다이아몬드 펜던트를 그녀에게 주었다,
3,38,pend/pens,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",expend,"쓰다, 지출하다",Animals tend to expend most of their energy on eating.,expend|expenditure,high,What does expend mean?,"쓰다, 지출하다",etymology,1227,DAY 38,1,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",ex(= out) + pend(= pay) → 바깥으로 지불하다,동물들은 에너지의 대부분을 먹는 것에 쓰는 경향이 있다.,
3,38,pend/pens,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",pension,연금,He and his wife live on a pension from the state.,pension,high,What does pension mean?,연금,etymology,1228,DAY 38,1,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",pens(= pendere: weigh) + ion(접사) → 무게를 달아 돈을 주는 것,그와 그의 아내는 주에서 나오는 연금으로 생활한다.,
3,38,pend/pens,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",compensate,"보상하다, 보충하다",Nothing can compensate for the loss of his health.,compensate|compensation,high,What does compensate mean?,"보상하다, 보충하다",etymology,1229,DAY 38,1,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",com(= together) + pens(= pendere: weigh) + ate(접사) → 무게를 함께 달아서 똑같게 해주다,그가 건강을 잃은 것은 그 무엇으로도 보상할 수 없다.,complement|supplement
3,38,pend/pens,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",ponder,곰곰이 생각하다,He pondered the implications of the article.,ponder,high,What does ponder mean?,곰곰이 생각하다,etymology,1230,DAY 38,1,"매달다(hang), 지불하다(pay), 무게를 달다(weigh)",라틴어 ponderare(= weigh)에서 유래 → 무게를 달아 보다,그는 그 기사의 함축적인 의미를 곰곰이 생각했다.,
3,38,per,시도하다(try),experience,경험 v. 경험하다,It is important to learn from experience.,experience,high,What does experience mean?,경험 v. 경험하다,etymology,1231,DAY 38,2,시도하다(try),ex(= out of) + per(i)(= try) + ence(접사) → 시도를 통해 얻는 것,경험을 통해 배우는 것은 중요하다.,
3,38,per,시도하다(try),experiment,실험,I won’t support the idea of experiments on animals.,experiment,high,What does experiment mean?,실험,etymology,1232,DAY 38,2,시도하다(try),ex(= out of) + per(i)(= try) + ment(접사) → 시도해보는 것,나는 동물에게 실험을 한다는 생각을 지지하지 않을 것이다.,
3,38,per,시도하다(try),expert,전문가,Edward is an expert in architecture.,expert,high,What does expert mean?,전문가,etymology,1233,DAY 38,2,시도하다(try),라틴어 expertus(= a person who is wise through experience)에서 유래 → 경험을 통해서 현명한 사람,Edward는 건축 전문가이다.,
3,38,per,시도하다(try),peril,"위험, 모험",The country’s economy is now in peril.,peril,high,What does peril mean?,"위험, 모험",etymology,1234,DAY 38,2,시도하다(try),라틴어 periculum(= trial)에서 유래 → 시도하는 것,그 나라의 경제가 지금 위험에 처해 있다.,
3,38,pet/petit,구하다(seek),compete,경쟁하다,We compete with them on the quality of products.,compete|competition|competitive,high,What does compete mean?,경쟁하다,etymology,1235,DAY 38,3,구하다(seek),com(= together) + pet(e)(= petere: seek) → 서로 구하려 하다,우리는 제품의 품질 면에서 그들과 경쟁한다.,
3,38,pet/petit,구하다(seek),competence,"능력, 유능함",He has technical competence in engineering.,competence|competent,high,What does competence mean?,"능력, 유능함",etymology,1236,DAY 38,3,구하다(seek),com(= together) + pet(= seek) + ence(접사) → 서로 구하는 것을 얻는 힘,그는 공학 분야에서 기술적인 능력을 가지고 있다.,
3,38,pet/petit,구하다(seek),appetite,"식욕, 욕구",You should not reduce your appetite by eating between meals.,appetite,high,What does appetite mean?,"식욕, 욕구",etymology,1237,DAY 38,3,구하다(seek),ap(= ad: to) + petit(e)(= petere: seek) → ~에 대해 구하고자 하는 마음,간식을 먹음으로써 너의 식욕을 줄여서는 안 된다.,
3,38,pet/petit,구하다(seek),petition,"청원, 간청, 탄원(서)",The judge was favorable to his petition.,petition,high,What does petition mean?,"청원, 간청, 탄원(서)",etymology,1238,DAY 38,3,구하다(seek),petit(= seek) + ion(접사) → 구하는 것,그 판사는 그의 청원에 호의적이었다.,
3,38,pet/petit,구하다(seek),repeat,반복하다,She had to repeat the names over and over again to memorize them.,repeat|repetition,high,What does repeat mean?,반복하다,etymology,1239,DAY 38,3,구하다(seek),re(= again) + peat(= petere: seek) → 다시 구하다,그녀는 그 이름들을 외우기 위해서 계속해서 반복해야 했다.,
3,38,phan/phen/phas,"보여 주다(show), 발생(appearance)",phantom,"혼령, 유령",She believed that she met the phantom of her dead husband.,phantom,high,What does phantom mean?,"혼령, 유령",etymology,1240,DAY 38,4,"보여 주다(show), 발생(appearance)",라틴어 phantasma(= apparition: 유령)에서 유래,그녀는 죽은 자기 남편의 혼령을 만났다고 믿었다.,
3,38,phan/phen/phas,"보여 주다(show), 발생(appearance)",phenomenon,현상,This book was written about a supernatural phenomenon.,phenomenon,high,What does phenomenon mean?,현상,etymology,1241,DAY 38,4,"보여 주다(show), 발생(appearance)",그리스어 phainomenon(= appearance)에서 유래 → 발생하는 일,이 책은 초자연적인 현상에 관해서 쓰였다.,
3,38,phan/phen/phas,"보여 주다(show), 발생(appearance)",phase,"단계, 국면",Their negotiation entered a new phase.,phase,high,What does phase mean?,"단계, 국면",etymology,1242,DAY 38,4,"보여 주다(show), 발생(appearance)",라틴어 phasis(= appearance)에서 유래 → 보이는 측면,그들의 협상은 새로운 단계에 들어갔다.,
3,38,phan/phen/phas,"보여 주다(show), 발생(appearance)",fantasy,"공상, 환상 / a. 화려한, 고급의 n. 공상, 상상",His childhood fantasy about becoming a famous baseball player came true.,fantasy,high,What does fantasy mean?,"공상, 환상 / a. 화려한, 고급의 n. 공상, 상상",etymology,1243,DAY 38,4,"보여 주다(show), 발생(appearance)","그리스어 phantasia(= idea, image)에서 유래 → 마음으로 그려보는 것",유명한 야구 선수가 되겠다던 그의 어린 시절 공상이 실현되었다.,
3,38,phan/phen/phas,"보여 주다(show), 발생(appearance)",pant,헐떡이다,He panted heavily when he finished the race.,pant,high,What does pant mean?,헐떡이다,etymology,1244,DAY 38,4,"보여 주다(show), 발생(appearance)",그리스어 phantasioun(= have or form image)에서 유래 → 꿈을 꾸며 숨을 헐떡이다,그는 경주를 끝마쳤을 때 거칠게 숨을 헐떡였다.,
3,38,plaud/plod/plaus,"박수치다(clap, applaud), 때리다(beat)",applaud,"박수치다, 갈채를 보내다","When I started to applaud, the others joined in.",applaud|applause,high,What does applaud mean?,"박수치다, 갈채를 보내다",etymology,1245,DAY 38,5,"박수치다(clap, applaud), 때리다(beat)",ap(= ad: to) + plaud(= plaudere: clap) → ~에게 박수치다,내가 박수를 치기 시작하자 다른 사람들이 합세했다.,
3,38,plaud/plod/plaus,"박수치다(clap, applaud), 때리다(beat)",explosive,"폭파의, 폭발성의",The explosive device went off in the middle of the ocean.,explosive|explosion,high,What does explosive mean?,"폭파의, 폭발성의",etymology,1246,DAY 38,5,"박수치다(clap, applaud), 때리다(beat)",explos(라틴어 explodere(= clap)에서 유래) + ive(접사) → 터져 나오는,그 폭파 장치는 바다 한 가운데서 터졌다.,
3,38,plaud/plod/plaus,"박수치다(clap, applaud), 때리다(beat)",plausible,"그럴듯한, 이치에 맞는",The story in the book sounded plausible.,plausible,high,What does plausible mean?,"그럴듯한, 이치에 맞는",etymology,1247,DAY 38,5,"박수치다(clap, applaud), 때리다(beat)",plaus(= plaudere: applaud) + ible(접사) → 갈채를 받을 수 있는,그 책 속의 그 이야기는 그럴듯하게 들렸다.,
3,38,ple/plen/plet,"채우다(fill), 가득 찬(full)",implement,"도구, 수단 v. 실행[이행]하다, 채우다",He took his writing implements out of the bag.,implement|implementation,high,What does implement mean?,"도구, 수단 v. 실행[이행]하다, 채우다",etymology,1248,DAY 38,1,"채우다(fill), 가득 찬(full)",im(= in) + ple(= plere: fill) + ment(접사) → 부족한 것을 채워 넣음,그는 자신의 필기도구를 가방에서 꺼냈다.,
3,38,ple/plen/plet,"채우다(fill), 가득 찬(full)",complement,"보완물, 보충물 v. 보완하다, 보태다",White wine makes a nice complement to fish.,complement,high,What does complement mean?,"보완물, 보충물 v. 보완하다, 보태다",etymology,1249,DAY 38,1,"채우다(fill), 가득 찬(full)",com(intensive) + ple(= plere: fill) + ment(접사) → 완전히 채우는 것,백포도주는 생선 요리를 훌륭하게 보완해준다.,
3,38,ple/plen/plet,"채우다(fill), 가득 찬(full)",plenty,"풍부함, 풍부한 양",There’s plenty to do and see nearby.,plenty,high,What does plenty mean?,"풍부함, 풍부한 양",etymology,1250,DAY 38,1,"채우다(fill), 가득 찬(full)",라틴어 plenitatem(= fullness)에서 유래 → 가득함,근처에 할 것과 볼 것이 많이 있다.,
3,38,ple/plen/plet,"채우다(fill), 가득 찬(full)",replenish,"(다시) 채우다, 보충하다, (연료를) 공급하다",You need to replenish your energy for the next round.,replenish,high,What does replenish mean?,"(다시) 채우다, 보충하다, (연료를) 공급하다",etymology,1251,DAY 38,1,"채우다(fill), 가득 찬(full)",re(= again) + plen(= plenus: full) + ish(접사) → 다시 채우다,여러분은 다음 경기를 위해 에너지를 다시 채울 필요가 있다.,
3,38,ple/plen/plet,"채우다(fill), 가득 찬(full)",complete,"완벽한, 완전한, 전부의 v. 완성하다, 완료하다, 채우다",No arrows were found after a complete search of the area.,complete|completion,high,What does complete mean?,"완벽한, 완전한, 전부의 v. 완성하다, 완료하다, 채우다",etymology,1252,DAY 38,1,"채우다(fill), 가득 찬(full)",com(intensive) + plet(e)(= plere: fill) → 완전히 채워진,그 지역에 대한 완벽한 수색 후에도 어떤 화살도 발견되지 않았다.,
3,38,ple/plen/plet,"채우다(fill), 가득 찬(full)",deplete,"고갈시키다, 소모시키다",Her powers were severely depleted.,deplete|depletion,high,What does deplete mean?,"고갈시키다, 소모시키다",etymology,1253,DAY 38,1,"채우다(fill), 가득 찬(full)","de(= off, away) + plet(e)(= plere: fill) → 채워진 것을 없애다",그녀의 능력이 심각하게 고갈되었다.,
3,39,plic/ploy/ply,접다(fold),complicate,복잡하게 하다,We should not complicate the situation with minor things.,complicate|complication|complicated,high,What does complicate mean?,복잡하게 하다,etymology,1254,DAY 39,2,접다(fold),com(= together) + plic(= plicare: fold) + ate(접사) → 함께 포개지다,우리는 사소한 것들로 그 상황을 복잡하게 해서는 안 된다.,
3,39,plic/ploy/ply,접다(fold),explicit,"분명한, 명쾌한, 솔직한",Explicit language is more persuasive than vague language.,explicit|explicitly,high,What does explicit mean?,"분명한, 명쾌한, 솔직한",etymology,1255,DAY 39,2,접다(fold),ex(= out) + plic(it)(= plicare: fold) → 접힌 것을 밖으로 펼친,분명한 언어가 모호한 언어보다 더 설득력이 있다.,
3,39,plic/ploy/ply,접다(fold),replicate,"반복하다, 모사[복제]하다, 접어 젖히다",The scientists started to replicate their experiments.,replicate,high,What does replicate mean?,"반복하다, 모사[복제]하다, 접어 젖히다",etymology,1256,DAY 39,2,접다(fold),"re(= back, again) + plic(= plicare: fold) + ate(접사) → 다시 접다",그 과학자들은 자신들의 실험을 반복하기 시작했다,
3,39,plic/ploy/ply,접다(fold),simplicity,"단순, 간단, 평이, 간소",Simplicity is the key to brilliance.,simplicity|simplify|simple|simply,high,What does simplicity mean?,"단순, 간단, 평이, 간소",etymology,1257,DAY 39,2,접다(fold),sim(= one) + plic(i)(= plicare: fold) + ty(접사) → 한 겹으로 됨,단순함이 탁월함으로 가는 비결이다.,
3,39,plic/ploy/ply,접다(fold),deploy,"배치하다, 전개하다, 효율적으로 사용하다",Wellington deployed his troops skillfully.,deploy|deployment,high,What does deploy mean?,"배치하다, 전개하다, 효율적으로 사용하다",etymology,1258,DAY 39,2,접다(fold),de(= dis: apart) + ploy(= plicare: fold) → 접힌 것을 떼어내서 펼치다,Wellington은 능숙하게 자신의 병력을 배치했다.,
3,39,plic/ploy/ply,접다(fold),employ,"고용하다, 이용하다",She employed a gardener to mow the front yard.,employ|employment|employer|employee,high,What does employ mean?,"고용하다, 이용하다",etymology,1259,DAY 39,2,접다(fold),em(= en: in) + ploy(= plicare: fold) → 안으로 싸서 넣다,그녀는 앞마당의 잔디를 깎아 줄 정원사를 고용했다.,
3,39,plic/ploy/ply,접다(fold),imply,"넌지시 말하다, 내포하다, 암시하다, 함축하다",He seems to imply something that is not true.,imply|implication,high,What does imply mean?,"넌지시 말하다, 내포하다, 암시하다, 함축하다",etymology,1260,DAY 39,2,접다(fold),im(= in) + ply(= plicare: fold) → 안으로 접다,그는 사실이 아닌 것을 넌지시 말하는 것 같다.,
3,39,plic/ploy/ply,접다(fold),apply,"지원하다, 신청하다, 적용하다, 바르다",She applied for a job with an ambulance service.,apply|application|applicant,high,What does apply mean?,"지원하다, 신청하다, 적용하다, 바르다",etymology,1261,DAY 39,2,접다(fold),ap(= ad: to) + ply(= plicare: fold) → ~에 포개다,그녀는 구급차 서비스직에 지원했다.,
